"","gameId","playId","x_motion","x_receiver","x_defender","y_motion","y_receiver","y_defender","nflId_motion","nflId_receiver","nflId_defender","teamAbbr_motion","teamAbbr_receiver","teamAbbr_defender"
"1",2022091200,85,34.09,44.38,49.04,43.55,15.11,13.81,46096,47847,53438,"SEA","SEA","DEN"
"2",2022091200,786,64.17,77.8,78.34,23.86,26.96,23.4,52423,52526,42827,"DEN","DEN","SEA"
"3",2022091200,1004,94.65,86.17,81.23,37.07,36.51,37.8,42412,47847,53438,"SEA","SEA","DEN"
"4",2022091200,2009,42.55,56.01,54.77,12.02,40.43,34.03,52660,46109,42827,"DEN","DEN","SEA"
"5",2022091200,2688,108.38,108.08,109.2,44.78,17.52,17.67,52423,52526,42543,"DEN","DEN","SEA"
"6",2022091200,3048,83.36,89.04,83.75,46.03,36.45,37.15,52423,53464,47871,"DEN","DEN","SEA"
"7",2022091200,3296,15.35,23.19,13.21,38.24,38.47,40,52423,53464,47871,"DEN","DEN","SEA"
"8",2022091200,3382,6.8,1.81,2.71,43.36,7.31,8.22,46109,52423,42827,"DEN","DEN","SEA"
"9",2022091200,3596,73.94,78.78,73.42,18.55,36.9,35.62,52423,52526,42543,"DEN","DEN","SEA"
"10",2022091113,267,40.36,44.95,39.74,20.5,13.49,11.22,52425,45052,47877,"DAL","DAL","TB"
"11",2022091113,465,72.47,73.95,76.01,23.01,14.76,13.18,37079,41233,43478,"TB","TB","DAL"
"12",2022091113,1609,44.5,57.59,60.18,44.34,36.35,36.77,47911,52425,47877,"DAL","DAL","TB"
"13",2022091113,1631,46.8,61.76,60.84,39.41,22.08,23.69,46206,52425,47788,"DAL","DAL","TB"
"14",2022091113,2470,75.41,79.01,79.7,14.99,10.94,9.77,46263,41233,43478,"TB","TB","DAL"
"15",2022091113,2598,80.6,72.31,68.8,7.3,46.79,45.29,52425,45052,46132,"DAL","DAL","TB"
"16",2022091113,3057,87.27,67.26,65.17,20.7,14.05,10.47,52425,45052,47788,"DAL","DAL","TB"
"17",2022091113,3531,66.48,72.16,73.23,39.16,36.45,37.37,43293,46206,47877,"DAL","DAL","TB"
"18",2022091113,3577,74.41,74.97,83.01,47.57,14.7,18.89,52425,53608,40031,"DAL","DAL","TB"
"19",2022091113,3785,33.71,22.09,34.18,34.2,13.09,19.72,52425,43293,47788,"DAL","DAL","TB"
"20",2022091113,3853,42.07,48.2,50.45,39.66,19.89,18.46,46206,45052,40031,"DAL","DAL","TB"
"21",2022091108,729,95.28,74.51,76.07,25.63,10.89,10.25,42589,54483,53500,"TEN","TEN","NYG"
"22",2022091112,62,28.49,30.42,36.2,17.76,33.81,34.55,40488,45094,46087,"MIN","MIN","GB"
"23",2022091112,484,47.34,27.71,29.31,49.41,30.83,29.37,40488,52584,43404,"MIN","MIN","GB"
"24",2022091111,475,50.72,40.65,40.49,42.95,18.58,17.57,47932,44931,53476,"LV","LV","LAC"
"25",2022091111,1368,99.78,95.71,95.23,10.64,25.49,27.98,44856,53526,53509,"LAC","LAC","LV"
"26",2022091111,1790,64.87,60.5,60.98,32.5,41.11,38.05,44931,41282,53476,"LV","LV","LAC"
"27",2022091111,1975,69.96,65.53,61.46,43.2,21.14,27.61,53506,53526,53509,"LAC","LAC","LV"
"28",2022091110,171,46.2,44.62,38.24,40.32,17.03,15.28,48683,40011,44848,"KC","KC","ARI"
"29",2022091110,269,23.34,12.31,10.11,44.82,23.24,23.36,44874,47839,44848,"KC","KC","ARI"
"30",2022091110,1113,51.21,56.74,64.09,28.01,44.14,43.29,40011,44874,53565,"KC","KC","ARI"
"31",2022091110,2126,72.84,77.44,78.56,16.76,46.06,44.95,52440,44874,53565,"KC","KC","ARI"
"32",2022091110,3449,28.04,28.59,23.55,41.14,37.19,43.16,46243,46213,47816,"KC","KC","ARI"
"33",2022091109,721,52.62,48.8,48.89,3.63,13.44,22.37,54481,41349,46269,"WAS","WAS","JAX"
"34",2022091109,1120,21.22,8.01,8.7,16.6,37.49,39.23,44852,54481,44902,"WAS","WAS","JAX"
"35",2022091109,2245,27.76,48.51,51.78,41.98,18.48,16.86,44852,47859,44902,"WAS","WAS","JAX"
"36",2022091109,2678,60.36,54.34,53.87,51.17,25.27,23.85,44852,53553,46269,"WAS","WAS","JAX"
"37",2022091109,3437,75.82,89.42,84.89,6.19,18.92,19.21,44852,52474,46269,"WAS","WAS","JAX"
"38",2022091107,230,42.1,45.33,46.85,39.5,35.16,30.28,46155,52500,41243,"BAL","BAL","NYJ"
"39",2022091107,824,76.98,72.97,69.24,42.13,39.39,40.16,54475,44817,53533,"NYJ","NYJ","BAL"
"40",2022091107,846,84.33,86.63,77.52,15.82,10.23,11.07,46279,54501,52436,"NYJ","NYJ","BAL"
"41",2022091107,1051,34.87,51.91,59.44,14.21,41.09,40.72,53463,44817,44854,"NYJ","NYJ","BAL"
"42",2022091107,1194,77.21,89.07,90.22,40.34,3.7,5.71,53536,53463,53533,"NYJ","NYJ","BAL"
"43",2022091107,1445,34.32,34.18,41.79,31.42,21.38,24.92,53536,54501,52436,"NYJ","NYJ","BAL"
"44",2022091107,2478,65.14,62.07,60.24,4.02,52.42,51.17,44817,53463,53533,"NYJ","NYJ","BAL"
"45",2022091107,2572,59.82,59.65,58.69,48.53,25.12,25.64,46279,44817,44828,"NYJ","NYJ","BAL"
"46",2022091107,2934,67.11,82.38,85.2,40.39,17.23,16.83,46279,54475,53533,"NYJ","NYJ","BAL"
"47",2022091107,3527,109.64,94.45,94.38,33.21,35.05,33.94,46226,54501,52436,"NYJ","NYJ","BAL"
"48",2022091107,3647,112.1,105.94,105.62,50.46,33.32,31.58,46226,53536,52436,"NYJ","NYJ","BAL"
"49",2022091106,1653,71.84,74.39,74.83,11.75,19.56,18.86,46277,53435,43522,"MIA","MIA","NE"
"50",2022091106,3253,47.01,56.34,59.72,11.66,33.98,37.05,46111,53435,43522,"MIA","MIA","NE"
"51",2022091105,912,79.04,76.85,72.6,19.9,40.28,40.78,41246,53576,38540,"HOU","HOU","IND"
"52",2022091105,3545,64.3,65.66,64.58,47.81,5.05,6.37,41246,53518,38540,"HOU","HOU","IND"
"53",2022091105,3856,61.37,62.91,57.01,19.84,14.36,14.1,43396,41246,38540,"HOU","HOU","IND"
"54",2022091104,58,80.76,92.63,83.95,15.16,19.22,20.92,53541,52443,46188,"DET","DET","PHI"
"55",2022091104,689,15.95,22.05,27.22,37.74,34.26,27.01,47836,47834,54653,"PHI","PHI","DET"
"56",2022091104,3572,32.8,44.38,41.21,46.4,27.84,32.34,52608,47834,54653,"PHI","PHI","DET"
"57",2022091103,2008,16.42,16.37,23.38,43.65,16.1,20.74,52457,53484,52473,"PIT","PIT","CIN"
"58",2022091103,2807,42.41,35.03,33.21,46.4,19.89,19.5,53453,53484,52473,"PIT","PIT","CIN"
"59",2022091102,3899,44.88,67.18,64.63,34.2,31.97,33.46,40078,46256,54504,"SF","SF","CHI"
"60",2022090800,1030,52.13,56.92,61.57,38.8,39.64,40.03,44985,52536,47862,"BUF","BUF","LA"
"61",2022090800,2688,62.31,72.16,74.02,15.93,38.83,40.35,42489,52536,47862,"BUF","BUF","LA"
"62",2022090800,2733,100.83,113.05,112.15,40.19,19.8,18.98,47857,42489,43294,"BUF","BUF","LA"
"63",2022090800,2979,64.48,86.09,82.47,49.44,8.29,6.62,44985,42489,43294,"BUF","BUF","LA"
"64",2022091113,923,101.38,95.72,94.31,30.52,37.79,36.11,47911,46206,47788,"DAL","DAL","TB"
"65",2022091113,2911,70.61,73.23,78.89,9.93,14.18,12.82,52425,55158,46132,"DAL","DAL","TB"
"66",2022091110,2022,48.51,54.97,55.32,28.89,16.75,15.7,40011,46243,47816,"KC","KC","ARI"
"67",2022091107,868,72.44,74.08,68.7,21.01,49.35,47.02,46226,54475,53533,"NYJ","NYJ","BAL"
"68",2022091107,2791,104.93,89.71,86.51,42.84,15.17,13.96,54501,44817,44828,"NYJ","NYJ","BAL"
"69",2022091107,2866,78.41,64.6,61.46,43.53,27.87,30.19,46279,44817,54584,"NYJ","NYJ","BAL"
"70",2022091107,3253,43.49,53.6,49.88,21.13,38.94,39.14,53536,44817,44828,"NYJ","NYJ","BAL"
